city;state;date_time;shape
Venice;FL;10/04/2016 05:00;changing
Fort Lauderdale Beach;FL;10/04/2016 20:10;other
Oneonta;NY;10/04/2016 20:11;light
Two Harbors;MN;10/04/2016 21:30;light
Vinton;VA;10/04/2016 21:45;other
Monroe;WA;10/04/2016 21:50;circle
Calgary;AB;10/04/2016 23:20;formation
Corning;AR;10/04/2016 22:30;triangle
Grand Marais;MN;11/04/2016 20:45;unknown
Layton;UT;11/04/2016 22:00;cigar
Washington;DC;12/04/2016 01:30;circle
Van Nuys;CA;12/04/2016 02:45;fireball
Nelson;AZ;12/04/2016 10:30;cylinder
Statesville;NC;12/04/2016 16:00;rectangle
Muscatine;IA;12/04/2016 16:19;sphere
Mount Carmel;IL;12/04/2016 20:10;light
Tappan;NY;12/04/2016 21:05;light
Ellsworth;KS;12/04/2016 21:25;fireball
Ellsworth;KS;12/04/2016 21:30;fireball
Fort Lee;NJ;12/04/2016 21:45;triangle
Wyoming;MI;12/04/2016 21:50;light
Earl Park;IN;12/04/2016 22:00;other
Lascar;CO;13/04/2016 11:00;sphere
Albuquerque;NM;13/04/2016 19:10;sphere
Albuquerque;NM;13/04/2016 19:15;formation
Corona;NY;13/04/2016 21:00;light
Louisville;KY;13/04/2016 21:30;sphere
Hamilton;OH;13/04/2016 22:00;unknown
Bounty (the ship);;04/05/1988 01:00;
Houston;TX;;triangle
Luella;GA;13/04/2016 22:42;unknown
Indianapolis;IN;13/04/2016 23:30;triangle
Knoxville;TN;14/04/2016 00:34;triangle
Lexa;AR;14/04/2016 18:15;flash
Holland;MI;14/04/2016 19:00;sphere
Millwood Community to the outskirts of Andrews;SC;14/04/2016 19:30;light
Westfield;MA;14/04/2016 20:45;triangle
Grande Prairie;AB;14/04/2016 21:50;light
Oak Lawn;IL;14/04/2016 22:16;other
Stoneham;MA;14/04/2016 22:44;triangle
Jacksonville;FL;14/04/2016 22:58;triangle
New Washington;OH;01/10/1972 20:00;oval
New Washington;OH;30/06/1978 23:30;triangle
Bartlesville;OK;03/09/1987 19:30;circle
Myrtle Beach;SC;27/07/1989 23:00;light
Paris;KY;04/11/1989 21:38;sphere
Kellogg;ID;12/02/1990 22:00;light
Washington, DC;MD;25/01/1995 14:30;disk
Mesa;AZ;14/04/2013 20:30;light
Canton;MI;23/07/2013 20:00;other
Dartmouth;MA;15/04/2016 16:45;circle
Murrietta;CA;15/02/2015 12:00;sphere
Killingly;CT;18/09/2015 21:00;fireball
Continental Divide;NM;28/11/2015 11:00;circle
Kingsland;GA;18/12/2015 21:00;sphere
Florence;CO;27/01/2016 17:33;circle
Palm Springs;AZ;26/02/2016 13:11;disk
London (Buckinghamshire)(UK/England);;29/02/2016 21:00;triangle
Merritt Island;FL;06/03/2016 18:50;light
Saint George;UT;06/03/2016 23:00;triangle
Northampton;PA;11/03/2016 20:30;light
Pine Grove;CA;17/03/2016 05:30;sphere
Colorado Springs;CO;19/03/2016 06:30;changing
Canton;MI;20/03/2016 19:30;light
Denver;CO;21/03/2016 21:26;circle
Baltimore;MD;22/03/2016 03:15;oval
Ocean Isle Beach;NC;22/03/2016 22:20;light
Voorhees;NJ;23/03/2016 00:15;diamond
Iran;;23/03/2016 12:00;other
North Haven;CT;23/03/2016 22:00;changing
Gainesville;FL;24/03/2016 21:10;flash
Lorenzo;TX;24/03/2016 21:30;light
Chester;VA;24/03/2016 22:50;disk
Albuquerque;NM;25/03/2016 02:00;triangle
Lakewood;NJ;25/03/2016 03:45;triangle
Gouldsboro;PA;25/03/2016 14:00;triangle
Mojave;CA;25/03/2016 15:00;other
Fairbanks;AK;25/03/2016 17:30;sphere
Paragould;AR;25/03/2016 19:30;other
Milwaukie;OR;25/03/2016 20:00;triangle
Bainbridge Island;WA;25/03/2016 21:00;light
Acworth;GA;25/03/2016 22:00;circle
Reseda;CA;25/03/2016 22:00;triangle
Kirkland;WA;25/03/2016 22:00;sphere
Bridgton;ME;25/03/2016 23:00;circle
Fort Collins;CO;26/03/2016 14:30;triangle
York;PA;26/03/2016 15:30;circle
North Hollywood;CA;26/03/2016 18:00;light
Wigan;NT;26/03/2016 18:45;triangle
Chesterville;ME;26/03/2016 20:00;unknown
West Newbury;MA;26/03/2016 20:00;teardrop
Sarasota;FL;26/03/2016 20:15;circle
Pembroke Pines;FL;26/03/2016 20:15;fireball
Baltimore;MD;26/03/2016 20:30;oval
New Lexington;OH;26/03/2016 21:20;disk
Riverside;CA;26/03/2016 21:55;light
White Plains;MD;26/03/2016 21:55;light
El Paso;TX;26/03/2016 22:30;triangle
Sequim;WA;26/03/2016 22:30;fireball
Glenview;IL;26/03/2016 22:30;light
Cedaredge;CO;26/03/2016 23:15;flash
Pelican;AK;26/03/2016 23:30;sphere
Oklahoma City;OK;26/03/2016 23:40;sphere
Los Angeles;CA;27/03/2016 17:00;sphere
Lubbock;TX;27/03/2016 18:00;rectangle
Naples;FL;27/03/2016 20:30;circle
Bakersfield;CA;27/03/2016 20:45;fireball
Santa Maria;CA;27/03/2016 20:50;disk
Epping;NH;27/03/2016 21:00;cylinder
Gum Springs;AR;27/03/2016 21:32;light
Tulsa;OK;27/03/2016 22:30;cross
Paradise;CA;28/03/2016 00:15;flash
Lakside;MT;28/03/2016 04:25;fireball
Glenwood Springs;CO;28/03/2016 06:30;disk
Elyria;OH;28/03/2016 09:34;unknown
Tucson;AZ;28/03/2016 12:30;light
Stafford;VA;28/03/2016 19:49;circle
Rochester;IL;28/03/2016 21:00;fireball
Mount Juliet;TN;28/03/2016 21:05;flash
Monroe;NC;28/03/2016 21:30;other
North Myrtle Beach;SC;28/03/2016 22:00;cigar
Islamabad (Pakistan);;28/03/2016 22:30;sphere
Hamden;CT;28/03/2016 23:45;flash
Saint Paul;MN;29/03/2016 02:00;triangle
Port Saint Lucie;FL;29/03/2016 06:25;sphere
Auckland (New Zealand);;29/03/2016 06:30;cone
Boca Raton;FL;29/03/2016 06:40;fireball
Royal Palm Beach;FL;29/03/2016 06:45;flash
Denver Metro;CO;29/03/2016 14:30;light
Crestline;CA;29/03/2016 19:39;disk
Windham;NH;29/03/2016 20:00;triangle
Auburn;NY;29/03/2016 20:14;triangle
Verona;WI;29/03/2016 20:25;triangle
Morro Bay;CA;29/03/2016 20:30;unknown
Shelton;WA;29/03/2016 20:51;light
Myrtle Beach;SC;29/03/2016 22:15;circle
Irondequoit;NY;29/03/2016 23:01;circle
Winston-Salem;NC;30/03/2016 00:00;fireball
Corydon;IN;30/03/2016 00:00;triangle
High Point;NC;30/03/2016 00:00;disk
Maywood;CA;30/03/2016 00:30;circle
New York;NY;30/03/2016 07:55;oval
Bushkill;PA;30/03/2016 20:45;diamond
Columbus;GA;30/03/2016 21:00;other
Preston (UK/England);;31/03/2016 01:00;light
Portland;OR;31/03/2016 02:00;light
Chapmanville;WV;31/03/2016 03:00;diamond
San Diego;CA;31/03/2016 04:00;cylinder
Fort Lauderdale;FL;31/03/2016 17:30;light
Rehoboth Beach;DE;31/03/2016 20:30;oval
Arlington;TX;31/03/2016 22:02;oval
Saint Helens;OR;31/03/2016 23:30;formation
San Jose;CA;01/04/2016 04:23;light
Port Orange;FL;01/04/2016 04:40;triangle
Santiago (Chile);;;light
Andersonville;GA;;disk
Abiline;CA;04/07/1987 12:00;oval
Delta;BC;07/07/1999 21:30;diamond
Naugatuck;CT;01/07/2000 13:00;sphere
Abu Gosh (Israel);;01/07/2013 21:50;sphere
Cle Elum;WA;01/01/2014 23:00;other
Wolf Creek;MT;26/11/2014 00:30;light
Warwick;RI;17/11/2015 20:00;light
Pinellas;FL;14/02/2016 07:30;fireball
Tunkhannock;PA;15/02/2016 22:05;triangle
Waterbury;CT;01/03/2016 16:00;disk
Princeton;NC;01/03/2016 20:30;circle
Oshawa;ON;03/03/2016 23:35;light
Jacksonville Beach;FL;11/03/2016 20:30;unknown
Farmington;NM;14/03/2016 03:00;other
Saint Albert;AB;15/03/2016 00:00;unknown
Deland;FL;15/03/2016 02:30;cross
Santa Fe;NM;16/03/2016 21:40;triangle
Barstow;CA;15/03/2016 20:04;other
West Linn;OR;17/03/2016 20:20;diamond
Castro Valley;CA;17/03/2016 22:40;triangle
Canton;MI;18/03/2016 06:00;triangle
Portsmouth;VA;18/03/2016 11:15;oval
Ludlow;MA;18/03/2016 16:40;sphere
Independence;MO;18/03/2016 18:00;light
Orleans;ON;18/03/2016 19:20;fireball
Port Saint Lucie;FL;18/03/2016 20:00;fireball
Mesa;AZ;18/03/2016 20:20;triangle
Felton;DE;18/03/2016 20:30;circle
Eau Gallie;FL;18/03/2016 21:00;fireball
Sutherlin;OR;18/03/2016 21:45;circle
Barefoot Bay;FL;18/03/2016 21:00;fireball
Grants Pass;OR;18/03/2016 21:35;sphere
Castro Valley;CA;18/03/2016 22:25;triangle
Spokane Valley;WA;18/03/2016 23:05;circle
Lincoln;NE;18/03/2016 23:45;triangle
Cody;WY;19/03/2016 01:30;other
Sacramento;CA;19/03/2016 13:00;other
New York;NY;19/03/2016 19:45;formation
Albany;OR;19/03/2016 20:13;triangle
Lafayette;LA;19/03/2016 21:00;oval
Santa Cruz;CA;20/03/2016 00:00;fireball
Minneapolis;MN;20/03/2016 00:30;unknown
Albuquerque;NM;20/03/2016 01:26;light
Lagrange;NY;20/03/2016 04:00;unknown
Elbert;CO;20/03/2016 05:30;other
Cincinnati;OH;20/03/2016 11:30;light
Denver;CO;20/03/2016 11:45;cigar
West Grove;PA;20/03/2016 20:00;fireball
Wylie and Rowlett;TX;21/03/2016 00:00;fireball
Bowling Green;KY;21/03/2016 02:08;light
Highland;IN;21/03/2016 03:18;other
South Branch;NB;21/03/2016 05:00;other
West Grove;PA;21/03/2016 20:45;circle
Des Plaines;IL;21/03/2016 21:30;fireball
New York;NY;21/03/2016 21:45;light
Hampton;VA;21/03/2016 23:15;sphere
Westminster;MD;21/03/2016 23:55;circle
Placheville;LA;22/03/2016 00:00;rectangle
Bloomington;IL;22/03/2016 00:00;disk
Byrdstown;TN;22/03/2016 03:45;disk
New Port Richey;FL;22/03/2016 08:43;oval
Kelso;WA;22/03/2016 21:00;fireball
Philadelphia;PA;22/03/2016 21:29;other
Tirana;AL;23/03/2016 12:30;cone
Largo;FL;23/03/2016 20:40;light
Eugene;OR;23/03/2016 21:00;triangle
Fairbanks;AK;23/03/2016 21:00;triangle
Jacksonville;FL;23/03/2016 21:10;fireball
Stratham;NH;23/03/2016 21:20;rectangle
Pawleys Island;SC;23/03/2016 21:58;light
Pasadena;MD;23/03/2016 22:50;unknown
Boulder;CO;15/08/2016 21:15;unknown
East Los Angeles;CA;19/08/2016 06:55;oval
Port Saint Lucie;FL;16/08/2016 23:00;triangle
Hermitage;TN;29/08/2016 04:00;unknown
Camden;NJ;27/08/2016 21:00;light
Holiday;FL;24/08/2016 00:00;light
Tanglewood;MA;;disk
Sherwood;OR;31/07/2016 16:00;disk
Seminole;OK;02/07/1970 15:00;oval
Salt Lake City;UT;20/09/2016 21:00;triangle
Langley;BC;09/10/2016 21:00;light
Hamilton;OH;08/10/2016 23:00;rectangle
Arvada;CO;07/10/2016 21:05;other
Poland;ME;05/10/2016 00:00;sphere
Alexandria;VA;10/11/2016 13:38;formation
Kirkland;WA;09/11/2016 21:00;light
Chicago;IL;09/11/2016 21:00;circle
Detroit;MI;09/11/2016 17:00;
Winter Harbor;ME;04/12/2016 18:00;disk
San Bernardino;CA;01/12/2016 18:17;light
Fishers;IN;29/11/2016 00:17;triangle
Venice;FL;26/11/2016 19:27;light
Zebulon;NC;24/11/2016 18:00;disk
Balko;OK;17/11/2016 20:00;disk
Louisville;KY;12/11/2016 01:15;fireball
Springdale;AR;22/12/2005 20:30;light
;;;
Issaquah;WA;;
Sydney (Australia);;15/11/1969 20:00;light
Salem;NH;08/10/1978 00:00;disk
North Platte;NE;16/08/1985 18:00;rectangle
New Durham;NH;07/07/1991 10:00;sphere
Wichita;KS;01/06/1994 22:00;oval
Sierra Vista;AZ;02/12/2001 19:00;light
Zephyr;TX;24/08/2002 01:37;other
Raymond;ME;15/07/2009 13:00;
Monterey;TN;10/10/2010 02:00;disk
Webster;MN;15/06/2011 02:00;sphere
Globe;AZ;23/08/2012 01:40;rectangle
Phelan;CA;07/07/2014 02:00;unknown
Monroeville;OH;13/11/2014 19:00;circle
San Francisco;CA;05/04/2015 03:00;circle
San Bernardino;CA;29/07/2015 17:30;other
Riverside;CA;27/12/2015 16:36;light
Forest Hill;LA;19/02/2016 05:04;light
Lookout Mountain;GA;15/03/2016 00:00;circle
East Oroville;CA;24/06/2016 02:00;rectangle
Dyersville;IA;03/07/2016 00:00;fireball
Port Washington;WI;04/07/2016 20:30;triangle
Miami;FL;16/07/2016 15:30;triangle
Canada;BC;24/07/2016 01:30;oval
Bridgeport;CT;06/08/2016 20:00;light
Kokomo;IN;19/08/2016 18:56;circle
New York;NY;30/08/2016 20:00;changing
Toronto;ON;02/09/2016 00:00;sphere
Bloomer;WI;05/09/2016 21:00;triangle
Bloomer;WI;05/09/2016 21:00;triangle
Bloomer;WI;05/09/2016 21:00;triangle
North Andover;MA;11/09/2016 18:00;triangle
Salem;OR;14/09/2016 01:00;other
Elmore County;ID;20/09/2016 21:00;light
Lake of the Ozarks;MO;11/10/2016 22:00;fireball
San Antonio;TX;13/10/2016 20:36;diamond
Aiken;SC;15/10/2016 02:30;sphere
Detroit;MI;15/10/2016 12:00;sphere
Johnson City;TN;16/10/2016 18:30;triangle
High Point;NC;17/10/2016 15:00;cone
Oregon;IL;18/10/2016 18:15;light
Renton;WA;21/10/2016 18:20;disk
High Point;NC;22/10/2016 18:00;formation
Virgin;UT;27/10/2016 06:30;circle
Rock Point;AZ;29/10/2016 10:30;disk
Harrisburg;PA;01/11/2016 19:30;triangle
Robstown;TX;01/11/2016 22:15;circle
Ellsworth;WI;04/11/2016 00:00;sphere
Hollywood;CA;04/11/2016 02:17;chevron
Alvin;TX;04/11/2016 19:05;circle
Johns Island;SC;04/11/2016 23:00;triangle
Rochelle;IL;04/11/2016 23:00;chevron
Sweetwater;AZ;05/11/2016 06:45;other
Fairbanks;AK;05/11/2016 18:20;light
Patterson;LA;05/11/2016 23:20;triangle
Mequon;WI;06/11/2016 14:00;changing
Delco;NC;06/11/2016 18:30;other
Fargo;ND;07/11/2016 18:20;triangle
Snohomish;WA;07/11/2016 18:55;triangle
Reno;NV;07/11/2016 19:05;circle
Boise;ID;07/11/2016 21:15;light
Walla Walla;WA;08/11/2016 00:05;triangle
Tulsa;OK;08/11/2016 20:00;other
Rolling Prairie;IN;08/11/2016 21:00;
Saskatoon;SK;10/11/2016 08:35;cylinder
Irma;WI;10/11/2016 16:28;cigar
Vienna;OH;10/11/2016 17:30;light
Indianapolis;IN;10/11/2016 19:30;light
Eldora;IA;10/11/2016 21:53;light
Eldora;IA;10/11/2016 21:53;light
Watervliet;NY;10/11/2016 23:30;light
Keizer;OR;11/11/2016 00:00;unknown
Lamont;CA;11/11/2016 00:23;oval
Pompano beach;FL;11/11/2016 06:11;triangle
West Salem;OR;11/11/2016 11:00;
Greeley;CO;11/11/2016 11:46;sphere
Moss Point;MS;11/11/2016 17:30;light
Nashua;NH;11/11/2016 18:00;circle
West Palm Beach;FL;11/11/2016 18:15;light
Salt Lake City;UT;11/11/2016 18:24;light
Boca Raton;FL;11/11/2016 18:30;sphere
Phoenix;AZ;11/11/2016 18:45;light
Raleigh;NC;11/11/2016 19:30;circle
Terra Linda;CA;11/11/2016 21:05;light
Terra Linda;CA;11/11/2016 21:05;light
Anchorage;AK;11/11/2016 21:45;cigar
Jasper County;IA;11/11/2016 21:50;flash
Owatonna;MN;11/11/2016 22:54;fireball
Middletown;DE;11/11/2016 23:00;disk
Alabaster;AL;11/11/2016 23:00;light
Freeport;NY;12/11/2016 00:00;oval
Bloomfield Hills;MI;12/11/2016 06:00;oval
Twin Falls;ID;12/11/2016 07:00;circle
Bristol;VA;12/11/2016 14:00;sphere
Bethesda;MD;12/11/2016 15:41;fireball
Fountain Hill;AR;12/11/2016 18:00;changing
Durham;NC;12/11/2016 18:05;disk
Glendale;AZ;12/11/2016 19:00;circle
Melbourne;FL;12/11/2016 19:30;light
Highland Park;IL;12/11/2016 20:10;light
Chesterfield;MI;12/11/2016 20:40;formation
New Market;MD;12/11/2016 20:55;changing
Baltimore;MD;12/11/2016 21:00;flash
Auburn;WA;12/11/2016 21:10;circle
Andersonville;TN;12/11/2016 21:30;rectangle
Maryville;TN;12/11/2016 22:00;sphere
Stockton;CA;13/11/2016 00:00;disk
Grand Rapids;MI;13/11/2016 00:01;fireball
Bagley;IA;13/11/2016 05:00;other
Elwood;IL;13/11/2016 14:10;unknown
Ottawa;IL;13/11/2016 15:00;cylinder
Wheaton;MD;13/11/2016 16:50;fireball
Monroeville;PA;13/11/2016 18:25;fireball
Benicia;CA;13/11/2016 18:30;light
Grande Prairie;AB;13/11/2016 18:41;light
Selma;IN;13/11/2016 19:00;changing
Gila Bend;AZ;13/11/2016 19:30;light
Centerville;OH;13/11/2016 19:30;circle
Chester;SD;13/11/2016 20:45;diamond
Ottawa;ON;13/11/2016 21:00;light
Chesapeake Bay;MD;13/11/2016 21:00;triangle
Coconut Creek;FL;13/11/2016 21:25;oval
North Chesterfield;VA;13/11/2016 23:00;changing
Palmyra;PA;13/11/2016 23:15;circle
Benson;VT;13/11/2016 23:20;triangle
Glendale;AZ;14/11/2016 00:00;circle
Fresno;CA;14/11/2016 01:00;light
Pickering;ON;14/11/2016 07:30;unknown
Wilkesboro;NC;14/11/2016 16:15;other
Cardiff (UK/Wales);;14/11/2016 16:30;other
Waupaca;WI;14/11/2016 17:00;formation
;;14/11/2016 17:56;
Summerville;SC;14/11/2016 18:45;light
Blanchardville;WI;14/11/2016 19:00;light
Columbus;OH;14/11/2016 19:00;light
Jacksonville;FL;14/11/2016 19:17;light
Irving;TX;14/11/2016 19:21;other
Central City;NE;14/11/2016 19:25;light
Deltona;FL;14/11/2016 19:30;triangle
Longmont;CO;14/11/2016 21:00;formation
Gardena;CA;14/11/2016 22:03;light
Portland;OR;15/11/2016 03:29;oval
Saltillo;MS;15/11/2016 03:45;fireball
Old Washington;OH;15/11/2016 07:05;formation
Glendale;AZ;15/11/2016 08:00;changing
Tahlequah;OK;15/11/2016 14:00;teardrop
Berlin;WI;15/11/2016 17:00;formation
Naperville;IL;15/11/2016 17:30;circle
Stevens Point;WI;15/11/2016 17:55;circle
Prince Albert;SK;15/11/2016 18:00;triangle
Seattle;WA;15/11/2016 18:30;light
Stevens Point;WI;15/11/2016 18:45;light
Portland;OR;15/11/2016 19:10;triangle
Phoenix;AZ;15/11/2016 20:00;egg
Bettendorf;IA;15/11/2016 20:10;light
Richland;WA;16/11/2016 00:05;formation
Clarksville;TN;16/11/2016 08:45;triangle
Mosinee;WI;16/11/2016 16:00;fireball
Fremont;WI;16/11/2016 17:17;light
Shady Cove;OR;16/11/2016 17:30;light
Frostproof;FL;16/11/2016 18:00;light
Egg Harbor Township;NJ;16/11/2016 18:00;other
Banff;AB;16/11/2016 18:00;disk
Green Garden Township;IL;16/11/2016 18:30;light
Wood Village;OR;16/11/2016 19:00;light
Carlton;OR;16/11/2016 19:00;fireball
Lake Havasu City;AZ;16/11/2016 20:00;cross
Perth (Australia);;16/11/2016 20:00;triangle
Maricopa;AZ;16/11/2016 20:00;circle
Maple Grove;MN;16/11/2016 20:05;triangle
Danville;KY;16/11/2016 20:30;light
Middleton;ID;16/11/2016 20:50;sphere
London;ON;16/11/2016 22:00;circle
Schenectady;NY;16/11/2016 22:15;other
Benson;AZ;16/11/2016 22:37;light
Elk Grove;CA;16/11/2016 23:00;circle
Stonington;ME;17/11/2016 04:45;light
Avon;CO;17/11/2016 07:45;light
Oshkosh;WI;17/11/2016 13:00;light
Nampa;ID;17/11/2016 18:02;triangle
Hemet;CA;17/11/2016 19:00;disk
Lower Burrell;PA;17/11/2016 19:24;triangle
Elizabethton;TN;17/11/2016 19:35;circle
Jordan;MT;17/11/2016 19:40;fireball
High Point;NC;17/11/2016 20:00;circle
Stevens Point;WI;17/11/2016 20:00;formation
Caldwell;ID;17/11/2016 20:00;formation
Benton City;WA;17/11/2016 20:30;light
Athens;OH;17/11/2016 21:30;light
Methuen;MA;17/11/2016 21:30;light
Buena Park;CA;17/11/2016 22:00;light
Farmington;NH;18/11/2016 01:44;fireball
New York;NY;18/11/2016 06:12;rectangle
New York;NY;18/11/2016 08:25;cigar
Mc Murray;PA;18/11/2016 10:45;triangle
Kittery area;ME;18/11/2016 14:00;other
Nashville;TN;18/11/2016 16:00;changing
Hampton;VA;18/11/2016 17:30;sphere
Carrollton;OH;18/11/2016 18:30;circle
Stone Creek;OH;18/11/2016 19:15;triangle
Billings;MT;18/11/2016 19:25;triangle
Billings;MT;18/11/2016 19:25;triangle
Fletcher;NC;18/11/2016 21:00;triangle
Sioux Falls;SD;18/11/2016 23:00;chevron
Columbus;OH;18/11/2016 23:30;cylinder
Litchfield Park/Glendale;;19/11/2016 01:40;unknown
Obernburg;NY;19/11/2016 05:05;cylinder
Smithton;PA;19/11/2016 07:00;oval
Wichita;KS;19/11/2016 07:34;light
Cape Coral;FL;19/11/2016 09:00;unknown
Largo;FL;19/11/2016 11:30;chevron
Newnan;GA;19/11/2016 12:05;light
Springfield;MA;19/11/2016 15:00;circle
Ferrisburgh;VT;19/11/2016 16:00;light
Blaine;MN;19/11/2016 16:30;rectangle
Louisville;KY;19/11/2016 17:30;other
Woodbridge;VA;19/11/2016 17:30;circle
Fishers;IN;19/11/2016 18:00;light
Woodbridge;VA;19/11/2016 18:15;formation
Bristol;CT;19/11/2016 18:22;light
Zephyrhills;FL;19/11/2016 18:30;fireball
Brandon;FL;19/11/2016 18:30;triangle
Victoria;BC;19/11/2016 19:00;oval
Boynton Beach;FL;19/11/2016 19:00;circle
Jefferson City;MO;19/11/2016 19:15;chevron
San Marcos;CA;19/11/2016 20:00;circle
Oregon City;OR;19/11/2016 20:40;light
Salt Lake City;UT;19/11/2016 21:30;circle
Myrtle Beach;SC;19/11/2016 21:00;circle
Apollo Beach;FL;19/11/2016 22:00;light
Pamplin;VA;20/11/2016 07:10;changing
Franklin;WI;20/11/2016 09:30;light
Lincoln;NE;20/11/2016 11:10;oval
Charleston;TN;20/11/2016 21:20;formation
San Jose;CA;20/11/2016 22:00;fireball
Springfield;IL;20/11/2016 22:23;light
Boise;ID;20/11/2016 23:30;unknown
McKinney;TX;20/11/2016 00:00;light
Burbank;CA;21/11/2016 00:05;oval
Sherman Oaks;CA;21/11/2016 02:00;unknown
Miramar Beach;FL;21/11/2016 06:00;sphere
Pearisburg;VA;21/11/2016 07:30;triangle
Alexandria;VA;21/11/2016 17:00;fireball
Ventura;CA;21/11/2016 18:00;circle
Fountain Hill;AR;21/11/2016 18:00;light
Riverdale;GA;21/11/2016 18:25;oval
Victoria;BC;21/11/2016 23:15;other
Key Colony Beach;FL;21/11/2016 23:35;light
Bismarck;ND;22/11/2016 02:30;circle
San Diego;CA;22/11/2016 05:20;sphere
Gainesville;GA;22/11/2016 07:00;other
Jarrettsville;MD;22/11/2016 07:50;diamond
Floral City;FL;22/11/2016 11:00;chevron
New York;NY;22/11/2016 11:29;circle
Atkinson;NH;22/11/2016 16:17;other
Scarborough;ME;22/11/2016 04:45;flash
Cecil;PA;22/11/2016 19:30;formation
Derby;KS;22/11/2016 20:30;flash
Santa Clara;UT;22/11/2016 21:00;other
Santa Clara;UT;22/11/2016 21:00;other
Beecher;IL;22/11/2016 21:00;chevron
Largo;FL;22/11/2016 21:10;chevron
Mesa;AZ;22/11/2016 21:30;light
Poteau;OK;23/11/2016 01:43;sphere
Oshawa;ON;22/11/2016 21:30;sphere
Carlsbad;CA;23/11/2016 19:20;unknown
Central Square;NY;23/11/2016 21:15;light
Beaverton;OR;23/11/2016 22:30;disk
Tinton Falls;NJ;23/11/2016 23:00;light
Johor (Malaysia);;24/11/2016 00:00;circle
D'iberville;MS;24/11/2016 00:05;light
Colorado Springs;CO;24/11/2016 02:00;light
Grand Junction;CO;24/11/2016 03:00;disk
Oldsmar;FL;24/11/2016 18:30;sphere
;FL;24/11/2016 19:00;unknown
Woodbridge;NJ;24/11/2016 19:12;light
Woodbridge;NJ;24/11/2016 19:12;oval
Largo;FL;24/11/2016 19:30;unknown
Balko;OK;24/11/2016 20:30;light
Annapolis;MD;24/11/2016 21:45;light
Graham;NC;24/11/2016 23:00;circle
Newcastle;WA;25/11/2016 01:11;flash
Warner Robins;GA;25/11/2016 01:30;light
Corpus Christi;TX;25/11/2016 07:48;
Longmont;CO;25/11/2016 11:00;circle
Torrance;CA;25/11/2016 17:30;light
Brandon;FL;25/11/2016 18:30;fireball
Port Orange;FL;25/11/2016 18:30;unknown
Bedford;IN;25/11/2016 19:00;sphere
Nevada;NV;25/11/2016 19:00;light
Vero Beach;FL;25/11/2016 20:00;sphere
Tyrone;GA;25/11/2016 20:47;light
Olathe;KS;25/11/2016 22:00;chevron
West New York;NJ;26/11/2016 04:00;light
South Strabane;PA;;unknown
Moultonboro;NH;18/06/2002 21:30;sphere
Milford;MA;04/07/2012 12:00;egg
Manchester;NH;10/03/2015 20:00;disk
Farmington;NM;16/05/2015 16:40;circle
Socorro;NM;06/05/2016 14:32;oval
Vacaville;CA;26/11/2016 15:00;sphere
McChord AFB;WA;26/11/2016 16:56;fireball
New York;NY;26/11/2016 17:30;triangle
Spearfish;SD;26/11/2016 18:00;disk
Shallotte;NC;26/11/2016 18:00;changing
McDonough;GA;26/11/2016 18:30;light
Fairview;OR;26/11/2016 19:00;triangle
Augusta;ME;01/08/2016 23:00;triangle
Fairborn;OH;04/08/2016 19:53;cigar
Brookfield;IL;20/09/2016 04:00;disk
Lake Elmo-Oakdale;MN;05/10/2016 22:35;circle
Waverly;OH;19/10/2016 20:00;light
Great Smokey Mountains National Park;TN;25/10/2016 16:00;other
Ayden;NC;26/10/2016 14:12;disk
Lake Charles;LA;29/10/2016 19:40;disk
Circleville;OH;01/11/2016 20:05;other
Naugatuck;CT;26/11/2016 19:35;light
Allen Park;MI;26/11/2016 21:45;light
Davenport;FL;26/11/2016 22:00;circle
Charlotte;NC;26/11/2016 22:30;light
Middletown;NY;26/11/2016 23:30;light
Bergen;NY;26/11/2016 23:33;triangle
Bailey;CO;26/11/2016 23:42;disk
Raymond;NE;27/11/2016 00:07;circle
Mississauga;ON;01/11/2016 20:15;circle
Pawnee County;NE;03/11/2016 02:00;circle
Charlotte;NC;03/11/2016 17:10;light
Park City;UT;03/11/2016 23:00;disk
Tempe;AZ;04/11/2016 01:00;light
Voorhees;NJ;04/11/2016 01:00;
Billings;MT;04/11/2016 04:00;formation
Lake Charles;LA;27/11/2016 03:20;light
Allentown;PA;27/11/2016 10:00;fireball
Maui;HI;27/11/2016 11:30;
Kenmore;WA;27/11/2016 12:35;circle
Longmont;CO;27/11/2016 12:45;rectangle
Bay Shore;NY;27/11/2016 16:58;light
St. Petersburg;FL;27/11/2016 19:30;circle
Carrying Place;ON;27/11/2016 22:15;light
Grand Junction;CO;28/11/2016 00:00;unknown
Mississauga;ON;04/11/2016 05:22;unknown
Sheffield;MA;04/11/2016 16:00;other
Boston;MA;04/11/2016 17:00;diamond
Qu̩bec City;QC;04/11/2016 17:00;disk
Marianna;PA;04/11/2016 18:00;other
Elizabeth;KY;04/11/2016 18:00;circle
Augusta;ME;04/11/2016 18:00;light
Mooresville;NC;28/11/2016 01:29;light
Centerville;IL;28/11/2016 06:00;fireball
Athens;GA;28/11/2016 06:51;cigar
"The Hague (near; on main highway)(Netherlands)";;28/11/2016 07:55;light
Fairfield;ME;28/11/2016 16:45;cross
Vineland;NJ;28/11/2016 17:15;changing
Columbus;OH;04/11/2016 19:22;other
