city;state;date_time;shape
Eatontown;NJ;24/06/2010 21:15;fireball
Redding;CA;24/06/2010 21:40;light
Temple;PA;24/06/2010 22:00;light
Ellicott City;MD;24/06/2010 22:00;circle
Derby;KS;04/07/2010 21:15;other
Mulberry;AR;04/07/2010 21:15;circle
Tiffin;OH;04/07/2010 21:15;unknown
O'Fallon;MO;04/07/2010 21:17;sphere
Beaver Falls;PA;04/07/2010 21:20;light
Swedesboro;NJ;04/07/2010 21:30;teardrop
West Peoria;IL;04/07/2010 21:30;circle
Wakefield;MA;04/07/2010 21:30;light
Rancho Santa Margarita;CA;04/07/2010 21:30;unknown
Springfield;MA;04/07/2010 21:30;triangle
Los Feliz;CA;15/07/2010 17:15;other
Sydney (Australia);;15/07/2010 18:36;triangle
San Angelo;TX;15/07/2010 20:40;circle
Acusnet;MA;15/07/2010 21:00;light
Titusville;FL;15/07/2010 21:00;chevron
Huntington Beach;CA;15/07/2010 21:00;triangle
North Hollywood;CA;15/07/2010 21:00;light
Dallas;TX;15/07/2010 21:30;flash
Dundee;OR;15/07/2010 22:50;light
Berry Creek;CA;15/07/2010 23:00;cigar
Gainesville;VA;24/07/2010 02:00;fireball
Temecula;CA;24/07/2010 09:40;fireball
Davis;CA;24/07/2010 11:20;light
Portland;OR;24/07/2010 11:25;circle
Half Moon Bay;CA;24/07/2010 20:41;circle
Vancouver;BC;24/07/2010 21:00;light
Florence;AL;24/07/2010 22:00;light
Everett;WA;24/07/2010 22:00;light
Minetto;NY;24/07/2010 22:55;triangle
Monkton;MD;24/06/2010 22:00;fireball
Fort Loudon;PA;24/06/2010 22:05;fireball
Waukee;IA;24/06/2010 22:15;light
Jefferson;NC;24/06/2010 22:30;light
Tumwater;WA;24/06/2010 23:16;light
Johns Island;SC;24/06/2010 23:42;light
Manchester (UK/England);;24/06/2010 23:45;light
Souderton;PA;24/06/2010 00:00;sphere
Sissonville;WV;25/06/2010 00:00;fireball
Dade City;FL;25/06/2010 00:20;teardrop
Danbury;CT;04/07/2010 21:35;teardrop
Great Falls;MT;04/07/2010 21:45;unknown
Seymour;IN;04/07/2010 21:45;sphere
Polk City;IA;04/07/2010 21:55;other
Vancouver;WA;04/07/2010 22:00;fireball
Springfield;MA;04/07/2010 22:00;light
Bothell;WA;04/07/2010 22:00;sphere
Lorain;OH;04/07/2010 22:00;circle
Milford;NE;04/07/2010 22:00;fireball
Montrose;PA;04/07/2010 22:00;fireball
Ocoee;TN;15/07/2010 23:50;circle
Greenville;OH;16/07/2010 00:00;fireball
Sister Lakes;MI;16/07/2010 01:00;triangle
Orange;CA;16/07/2010 03:50;light
Hemet;CA;16/07/2010 15:47;oval
Paola;KS;16/07/2010 19:30;cigar
Duluth;MN;16/07/2010 20:00;disk
Omaha;NE;16/07/2010 20:53;circle
Middletown;CT;16/07/2010 21:30;light
West Chester;OH;16/07/2010 21:40;light
Paris;KY;25/07/2010 00:00;fireball
Windsor Great Park (Berkshire) (UK/England);;25/07/2010 00:05;other
Edmonds;WA;25/07/2010 01:00;cone
St Louis;MO;25/07/2010 01:30;light
Duluth;MN;25/07/2010 02:35;circle
Wilmington;DE;25/07/2010 03:00;other
South Surrey;BC;25/07/2010 14:00;other
Oklahoma city;OK;25/07/2010 20:30;cylinder
Troy to Montgomery;AL;25/07/2010 20:40;circle
Lahaina;HI;25/07/2010 21:00;chevron
Las Vegas;NV;25/06/2010 00:37;flash
Holiday;FL;25/06/2010 04:51;other
Elk;AK;25/06/2010 10:22;
Palmdale;CA;25/06/2010 10:28;light
Bowling Green;KY;25/06/2010 15:00;disk
Everett;WA;25/06/2010 21:45;light
Oxford;OH;25/06/2010 22:10;fireball
Granger;IN;25/06/2010 22:20;light
Milford;MA;25/06/2010 23:23;triangle
Utica;NY;25/06/2010 23:35;light
Cutlerville;MI;04/07/2010 22:00;sphere
Clear Creek East Resort;NE;04/07/2010 22:00;sphere
Indianapolis;IN;04/07/2010 22:00;fireball
Wading River? Franklin Sq;NY;04/07/2010 22:00;oval
Belleville;IL;04/07/2010 22:00;circle
Gastonia;NC;04/07/2010 22:00;fireball
Rio Linda;CA;04/07/2010 22:00;fireball
Saint Paul;MN;04/07/2010 22:02;formation
Miami Township;OH;16/07/2010 21:45;changing
Springboro;OH;16/07/2010 21:50;light
Columbus;IN;16/07/2010 22:00;disk
Malibu;CA;16/07/2010 22:42;changing
South Hill;WA;16/07/2010 22:42;disk
Prior Lake;MN;16/07/2010 23:30;fireball
San Pedro;CA;16/07/2010 23:35;other
Selah;WA;25/07/2010 21:30;disk
Bozeman;MT;25/07/2010 22:30;sphere
Middletown;OH;26/07/2010 00:19;unknown
Vacaville;CA;26/07/2010 02:30;
Bensenville;IL;26/07/2010 08:07;circle
Gonzales;LA;26/07/2010 21:20;sphere
Fraser;MI;26/07/2010 21:35;teardrop
Falmouth;ME;26/07/2010 22:49;disk
Sault Ste. Marie;ON;26/07/2010 23:00;light
Pittsburgh;PA;25/06/2010 23:35;disk
Bellingham;WA;25/06/2010 23:50;light
Greenville;IN;26/06/2010 00:04;other
New Albany;IN;26/06/2010 00:05;triangle
Scranton;PA;26/06/2010 00:45;fireball
Appleton;WI;26/06/2010 03:15;circle
Ozark;AR;26/06/2010 05:05;unknown
Delta;MO;26/06/2010 05:05;light
The Colony;TX;26/06/2010 05:18;disk
Republic;MO;26/06/2010 10:45;light
Decatur;IL;26/06/2010 13:00;rectangle
Ipswich;SD;04/07/2010 22:15;light
Mentor;OH;04/07/2010 22:15;fireball
Battle Creek;MI;04/07/2010 22:30;teardrop
Chicago;IL;04/07/2010 22:30;fireball
Ipswich;SD;04/07/2010 22:30;light
Edmonds;WA;04/07/2010 22:30;cylinder
Kearney;NE;04/07/2010 22:30;oval
Vining;MN;04/07/2010 22:30;unknown
Bennington;NE;04/07/2010 22:30;fireball
Abbeville;LA;04/07/2010 22:58;triangle
New York;NY;17/07/2010 00:00;changing
Three Rivers;CA;17/07/2010 00:12;light
Charubusco;NY;17/07/2010 00:30;light
Columbia Falls;MT;17/07/2010 03:30;light
Seattle;WA;17/07/2010 11:20;fireball
Polson;MT;17/07/2010 15:00;
West Seneca;NY;17/07/2010 19:15;sphere
Mountain Home;ID;17/07/2010 21:00;
Tonawanda;NY;17/07/2010 21:38;circle
Naperville;IL;17/07/2010 22:00;light
Manson;WA;26/07/2010 23:04;teardrop
Lee's Summit;MO;26/07/2010 23:05;sphere
Salt Lake City;UT;27/07/2010 00:10;triangle
Cranston;RI;27/07/2010 00:15;other
Metz;WV;27/07/2010 19:30;cigar
Glenview;IL;27/07/2010 21:00;fireball
Port Angeles;WA;27/07/2010 21:30;triangle
Orem;UT;27/07/2010 23:00;changing
CO;CO;28/07/2010 00:00;fireball
Minneapolis;MN;28/07/2010 00:00;oval
Batavia;IL;26/06/2010 15:22;sphere
Batavia;IL;26/06/2010 15:22;sphere
Batavia;IL;26/06/2010 15:22;sphere
Carlsbad;CA;26/06/2010 16:55;disk
San Diego;CA;26/06/2010 19:22;oval
Schuyler;VA;26/06/2010 20:45;other
Blueridge;GA;26/06/2010 21:00;circle
Ballwin;MO;26/06/2010 21:30;light
Elysburg;PA;26/06/2010 21:45;flash
Cornelius;NC;26/06/2010 22:00;fireball
Lebanon;IN;04/07/2010 23:00;sphere
Grand Island;NY;04/07/2010 23:00;fireball
Streamwood;IL;04/07/2010 23:00;unknown
Orland;CA;04/07/2010 23:00;flash
Las Cruces;NM;04/07/2010 23:00;sphere
Haslet;TX;04/07/2010 23:00;sphere
Coon Rapids;MN;04/07/2010 23:00;circle
Portland;OR;04/07/2010 23:00;circle
Bothell;WA;04/07/2010 23:00;fireball
Battle Creek;MI;04/07/2010 23:00;circle
Dayton;OH;17/07/2010 22:00;other
Blue Springs;MO;17/07/2010 22:20;fireball
Seattle;WA;17/07/2010 23:00;unknown
Boone;IA;17/07/2010 23:00;disk
Dearborn;MI;17/07/2010 23:00;light
Seattle;WA;17/07/2010 23:15;formation
Seattle;WA;17/07/2010 23:15;fireball
Seattle;WA;17/07/2010 23:15;sphere
Saint Cloud;FL;17/07/2010 23:45;fireball
Clayton;CA;28/07/2010 00:08;circle
Sikeston;MO;26/06/2010 22:00;unknown
Lake Orion;MI;26/06/2010 22:00;oval
Shelby Twp;MI;26/06/2010 22:00;circle
Saint Joseph;MO;26/06/2010 22:30;sphere
Seattle;WA;26/06/2010 22:39;light
Corby (UK/England);;26/06/2010 23:00;other
Pine Ridge;SD;26/06/2010 23:00;light
Alpharetta;GA;04/07/2010 23:08;cigar
Cortland;NY;04/07/2010 23:30;fireball
Speedwell;TN;05/07/2010 00:00;other
Clarksville;TN;05/07/2010 19:30;oval
West Haven;CT;05/07/2010 20:00;unknown
Ridgecrest;CA;05/07/2010 21:30;light
Linton;IN;05/07/2010 22:00;fireball
Lake in the Hills;IL;05/07/2010 22:15;circle
Portland;OR;05/07/2010 23:00;light
Victoria;BC;18/07/2010 01:00;changing
Tempe;AZ;18/07/2010 01:00;unknown
Inver Grove Heights;MN;18/07/2010 01:16;light
Los Angeles;CA;18/07/2010 04:00;light
Baton Rouge;LA;18/07/2010 20:55;disk
Merritt Island;FL;18/07/2010 21:00;fireball
Crisfield;MD;18/07/2010 21:09;light
Sicklerville;NJ;18/07/2010 22:00;light
Sicklerville;NJ;18/07/2010 22:00;light
Coalinga;CA;18/07/2010 22:15;triangle
Birmingham (UK/England);;26/06/2010 23:30;fireball
San Pascual (Philippines);;26/06/2010 23:30;light
Budapest (Hungary);;26/06/2010 23:30;rectangle
Basingstoke (UK/England);;27/06/2010 00:00;fireball
Pocatello;ID;27/06/2010 02:55;light
Zurich (Switzerland);;27/06/2010 04:30;light
Summerville;SC;27/06/2010 04:40;triangle
Zionsville;IN;27/06/2010 12:00;changing
East Norriton;PA;27/06/2010 22:05;triangle
Hertfordshire (UK/England);;27/06/2010 22:15;oval
Lynbrook;NY;05/07/2010 23:30;oval
Seattle;WA;06/07/2010 20:25;light
Kulpmont;PA;06/07/2010 21:00;circle
Ho Chi Minh City (Viet Nam);;06/07/2010 21:30;sphere
Seattle;WA;06/07/2010 22:00;circle
Cumming;GA;06/07/2010 22:00;circle
Penacook;NH;06/07/2010 22:15;light
Seattle;WA;06/07/2010 23:00;sphere
Wellingborough;;07/07/2010 00:30;triangle
Dallas;TX;07/07/2010 20:30;formation
Lander;WY;18/07/2010 23:00;unknown
HillerÃ¸d (Denmark);;27/06/2010 22:45;oval
Monterey;CA;27/06/2010 23:12;light
Hat Creek;CA;27/06/2010 00:00;diamond
Glendale;AZ;28/06/2010 00:10;unknown
Butler;PA;28/06/2010 03:40;teardrop
Lyndonville;NY;28/06/2010 16:00;circle
Platteville;WI;28/06/2010 19:00;cigar
Columbus;IN;28/06/2010 19:00;cigar
Jamesville;MD;28/06/2010 19:51;oval
Phoenix;AZ;28/06/2010 20:30;teardrop
Chicago;IL;07/07/2010 21:30;fireball
La Porte;IN;07/07/2010 21:33;teardrop
Seattle;WA;07/07/2010 22:00;
Davenport;IA;07/07/2010 22:10;changing
Dyer;TN;07/07/2010 22:30;triangle
Russellville;AR;07/07/2010 22:30;light
Renton;WA;07/07/2010 22:30;unknown
Bothell;WA;07/07/2010 22:47;fireball
Houston;TX;28/06/2010 21:35;changing
Lake Havasu City;AZ;28/06/2010 22:30;light
Denver;CO;28/06/2010 22:30;sphere
Sandwich;IL;28/06/2010 23:00;sphere
Mears;MI;28/06/2010 23:00;sphere
Lincoln;NE;28/06/2010 23:20;light
Dudley, Kingswinford (UK/England);;28/06/2010 23:50;light
Tumbler Ridge;BC;29/06/2010 01:00;light
New Milford;CT;29/06/2010 21:00;light
Mukilteo;WA;07/07/2010 23:00;triangle
Gaston;OR;07/07/2010 23:00;circle
Kearney;NE;07/07/2010 23:15;light
Georgetown;MA;07/07/2010 23:30;flash
Springfield;MO;07/07/2010 23:45;light
Travelers Rest;SC;08/07/2010 01:00;fireball
Sydney;NS;08/07/2010 19:25;cylinder
Peoria;IL;08/07/2010 21:00;fireball
Carolina Beach;NC;08/07/2010 21:30;disk
Boonville;IN;29/06/2010 21:05;light
Hodgkins;IL;29/06/2010 23:17;light
Forest;ON;29/06/2010 23:20;circle
Jacksonville;IL;29/06/2010 23:30;light
Salina;KS;29/06/2010 23:30;light
Culpeper County;VA;29/06/2010 23:35;cigar
Nottingham (UK/England);;30/06/2010 00:00;light
Poteau;OK;30/06/2010 09:45;other
Goodyear;AZ;30/06/2010 13:00;oval
Rochester Hill;MI;30/06/2010 22:06;light
Seattle;WA;08/07/2010 22:40;fireball
Vancouver;WA;08/07/2010 22:50;light
Centralia;WA;08/07/2010 22:50;sphere
Vancouver;WA;08/07/2010 22:55;circle
Cambridge;ID;08/07/2010 23:00;circle
Zion;IL;08/07/2010 23:00;light
Sayville;NY;08/07/2010 23:13;flash
Ocala;FL;08/07/2010 23:23;sphere
Antioch;CA;09/07/2010 01:59;cigar
Warrensburg;MO;09/07/2010 21:45;oval
Rotterdam (Netherlands);;30/06/2010 23:45;light
Sioux City;IA;30/06/2010 23:45;light
Berkley;MA;01/07/2010 01:22;light
South San Jose;CA;01/07/2010 15:30;unknown
Yokohama (Japan);;01/07/2010 18:15;changing
Rosemead;CA;01/07/2010 20:00;fireball
Ardmore;AL;01/07/2010 20:35;unknown
Muttontown;NY;01/07/2010 21:00;other
Ridgecrest;CA;01/07/2010 21:00;circle
Hinckley;IL;01/07/2010 21:30;light
Winnebago;NE;09/07/2010 22:00;cross
Provo;UT;09/07/2010 22:00;flash
Buellton;CA;09/07/2010 22:00;flash
Selden;NY;09/07/2010 22:12;circle
Marina del Rey;CA;09/07/2010 22:45;oval
Taylor;MO;09/07/2010 23:00;formation
Gilroy;CA;09/07/2010 23:00;flash
Nason;IL;09/07/2010 23:30;light
Sibiu (Romania);;09/07/2010 23:37;fireball
O'Fallon;MO;10/07/2010 01:00;other
Palmdale;CA;01/07/2010 21:40;triangle
Norristown;PA;01/07/2010 22:00;teardrop
Cedarbug;WI;01/07/2010 22:10;other
Carson;CA;01/07/2010 22:22;triangle
Missoula;MT;01/07/2010 22:30;fireball
Newmarket;ON;01/07/2010 22:37;fireball
Fort Mill;SC;01/07/2010 22:45;fireball
Lackawanna;NY;01/07/2010 23:00;triangle
Philadelphia;PA;01/07/2010 23:10;unknown
Moshiem;TN;02/07/2010 00:00;sphere
NSA Souda Bay (Greece);;10/07/2010 23:00;light
South Kilkenny (Ireland);;02/07/2010 01:05;light
Audubon;IA;02/07/2010 18:00;oval
Aurora;IL;02/07/2010 20:30;oval
Nashville;TN;02/07/2010 21:00;diamond
Clovis;CA;02/07/2010 21:40;formation
Springfield;MO;02/07/2010 22:00;triangle
Elgin;IL;02/07/2010 22:00;sphere
Fuquay Varina;NC;02/07/2010 22:00;light
Unadilla;MI;02/07/2010 22:30;formation
Wigan (UK/England);;02/07/2010 22:50;
Jefferson City;MO;02/07/2010 23:10;other
Jacksonville;FL;02/07/2010 23:20;triangle
Wausau;WI;03/07/2010 03:30;fireball
Montour Falls;NY;03/07/2010 20:34;disk
Mesa;AZ;03/07/2010 20:50;oval
Berwyn;IL;03/07/2010 21:00;circle
Rockford;IL;03/07/2010 21:20;oval
Zebulon;NC;03/07/2010 21:30;unknown
Watkins Glen;NY;03/07/2010 21:30;light
Lincoln Park;MI;03/07/2010 21:40;oval
Austintown;OH;03/07/2010 21:45;other
Nordman;ID;03/07/2010 22:00;light
Fostoria;OH;03/07/2010 22:07;unknown
Poteau;OK;03/07/2010 22:12;sphere
Clarksville;OH;03/07/2010 22:20;circle
Bellingham;WA;03/07/2010 22:34;light
Trail;BC;03/07/2010 22:35;light
Osseo;MI;03/07/2010 22:40;oval
Riverside;CA;03/07/2010 22:42;circle
Elkhart;IN;03/07/2010 22:50;circle
Fort Wayne;IN;03/07/2010 23:00;circle
Kent City;MI;03/07/2010 23:00;circle
Lancaster;PA;03/07/2010 23:10;circle
Cochrane;AB;03/07/2010 23:15;other
Caroline;AB;03/07/2010 23:30;diamond
Kill Devil Hills;NC;03/07/2010 23:40;formation
Brandon;MB;04/07/2010 00:00;unknown
Winnipeg;MB;04/07/2010 01:00;light
James Creek;PA;04/07/2010 02:30;light
Portland;TN;04/07/2010 18:05;fireball
Louisville;KY;04/07/2010 20:00;fireball
Fenton;MO;04/07/2010 20:00;light
Louisville;KY;04/07/2010 20:00;light
Claremore;OK;04/07/2010 20:15;other
New Smyrna Beach;FL;04/07/2010 20:35;oval
Fairborn;OH;04/07/2010 20:45;formation
Manchester;MO;04/07/2010 20:45;diamond
Omaha;NE;04/07/2010 21:00;circle
Toms River;NJ;04/07/2010 21:00;fireball
Johnsonburg;PA;04/07/2010 21:00;fireball
Lakeville;MN;04/07/2010 21:00;other
Milton;VT;04/07/2010 21:10;light
Washington;DC;04/07/2010 21:11;sphere
Yatesville;PA;04/07/2010 21:15;oval
Bolingbrook;IL;04/07/2010 21:25;disk
Plainfield;IL;04/07/2010 21:30;fireball
Cleveland;OH;04/07/2010 21:30;oval
Arlington Heights;IL;04/07/2010 21:30;circle
Florence;KY;04/07/2010 21:30;light
Surf City;MI;04/07/2010 21:30;light
Indio;CA;04/07/2010 21:40;light
Belford;NJ;04/07/2010 21:42;disk
Wright City;MO;04/07/2010 21:45;other
Richardton;ND;04/07/2010 21:45;teardrop
Derby;CT;04/07/2010 21:50;fireball
Seattle;WA;04/07/2010 21:50;light
Heathsville;VA;04/07/2010 22:00;fireball
Deer Park;OH;04/07/2010 22:00;changing
Lakewood;WA;04/07/2010 22:00;cylinder
Lamesa;TX;04/07/2010 22:00;circle
Georgetown;KY;04/07/2010 22:00;fireball
Kingston;WA;04/07/2010 22:00;light
Paxton;MA;04/07/2010 22:00;unknown
Batesville;IN;04/07/2010 22:00;fireball
North Bend;NE;04/07/2010 22:00;unknown
Wickliff;OH;04/07/2010 22:00;fireball
Dallas;TX;04/07/2010 22:05;light
Columbus;NE;04/07/2010 22:15;fireball
Newnan;GA;04/07/2010 22:15;
Cloverdale;IN;04/07/2010 22:30;fireball
Womelsdorf;PA;04/07/2010 22:30;other
Lincoln;NE;04/07/2010 22:30;unknown
Sultan;WA;04/07/2010 22:30;fireball
Clinton Township;MI;04/07/2010 22:30;fireball
Apple Valley;MN;04/07/2010 22:40;light
North Platte;NE;04/07/2010 22:40;rectangle
West Pittston;PA;04/07/2010 22:50;circle
Huntington Beach;CA;04/07/2010 22:50;cylinder
Auburn;NY;04/07/2010 22:54;triangle
Auburn;NY;04/07/2010 22:54;triangle
Lowell;MA;04/07/2010 23:00;rectangle
Hempstead;NY;04/07/2010 23:00;light
Dickson;TN;04/07/2010 23:00;sphere
Omak;WA;04/07/2010 23:00;light
Linden;PA;04/07/2010 23:05;light
Wassaic;NY;04/07/2010 23:10;circle
Hellertown;PA;04/07/2010 23:15;teardrop
Broken Arrow;OK;04/07/2010 23:15;fireball
Zeeland;MI;04/07/2010 23:17;fireball
Lynnwood;WA;04/07/2010 23:40;light
Everett;WA;05/07/2010 01:30;circle
Kissimmee;FL;05/07/2010 21:15;disk
East Greenville;PA;05/07/2010 21:45;fireball
Kissimmee;FL;05/07/2010 21:15;disk
Cooperstown;NY;05/07/2010 23:00;light
Greensboro;NC;05/07/2010 23:00;disk
Buffalo;NY;28/05/2011 21:55;unknown
Dhaka (Bangladesh);;04/06/2011 09:20;formation
New York;NY;28/05/2011 22:00;unknown
Leesville;SC;;flash
Seabeck;WA;02/06/2011 22:00;light
Kihei;HI;21/06/2011 21:00;other
Enid;OK;15/07/1969 02:00;unknown
Penfield;NY;16/07/2011 21:30;circle
Cocoa;FL;12/07/2011 03:00;light
Bradenton;FL;04/07/2011 22:00;oval
Tinley Park;IL;03/07/2011 18:57;light
St Louis;MO;15/10/2011 23:00;fireball
St. Petersburg;FL;15/10/2011 20:20;light
York;PA;14/10/2011 22:30;triangle
Corcoran;MN;14/10/2011 00:00;circle
Ringgold;GA;14/10/2011 00:00;unknown
Ocean Isle Beach;NC;12/10/2011 20:00;light
Hamilton;ON;10/10/2011 20:00;flash
Redondo Beach;CA;08/10/2011 23:58;circle
Louisville;KY;;other
Oakville;CT;05/10/2011 05:10;
Mayaguez (Puerto Rico);;02/10/2011 19:27;circle
Hammock Beach;FL;30/09/2011 23:30;formation
Bismarck;ND;29/09/2011 22:30;triangle
Manchester;CT;28/09/2011 22:45;flash
Glenarm;IL;25/09/2011 20:30;unknown
Estes Park;CO;24/09/2011 14:25;sphere
Grand Rapids;MI;21/09/2011 23:30;oval
Rocky Mountains (Canada);;18/09/2011 00:00;other
Scarborough;ON;16/09/2011 16:49;oval
Pahrump;NV;14/09/2011 19:40;fireball
Melvindale;MI;11/09/2011 21:15;diamond
Renton;WA;10/09/2011 20:54;light
Sacramento;CA;07/09/2011 09:00;triangle
Bellefontaine;OH;03/09/2011 23:00;fireball
Bryceville;FL;02/09/2011 20:00;other
Sherburn;MN;01/09/2011 01:22;triangle
Cary;IL;27/08/2011 20:30;fireball
Drake;MO;27/08/2011 02:40;flash
Bonneville Salt Flats;UT;25/08/2011 14:00;other
Livingston;MT;22/08/2011 08:45;light
Santa Fe;TX;02/07/2011 22:00;light
New Carlisle;OH;10/08/2010 10:00;disk
New York;NY;06/04/2004 15:00;other
Imus (Cavite) (Philippines);;;egg
Bradford;AL;;sphere
Mentor;OH;;disk
Leavenworth;WA;;triangle
Fort Worth area;TX;;cylinder
Winston-Salem;NC;;other
Amherst;NY;;disk
Granby;CT;;unknown
Fremont;CA;;
Fort Lewis;WA;;light
Davis Park;NY;;triangle
Viet Nam (central);;;other
Arlington Heights;IL;20/06/1972 16:00;disk
Weslaco;TX;15/06/1973 23:00;formation
Steubenville;OH;01/08/1973 13:00;cylinder
Virginia Beach;VA;01/10/1973 15:00;disk
Beatty;NV;01/10/1973 21:30;disk
Caribou Maine;ME;30/06/1974 00:00;disk
San Jose;CA;30/06/1975 00:00;
Monroe;NY;15/10/1975 19:00;disk
San Jose;CA;30/06/1976 07:00;sphere
Leominster;MA;15/07/1976 23:00;unknown
Portland;OR;11/08/1976 21:00;triangle
Laredo;TX;15/09/1976 18:00;oval
New Hampton;NH;24/11/1977 22:30;other
Nashua;NH;30/06/1978 20:00;disk
Grand Rapids;MI;10/07/1978 21:00;triangle
Kaikoura (New Zealand);;15/12/1978 21:00;light
Carrollton;MO;01/09/1979 21:30;sphere
Rapid City;MI;04/07/1980 21:00;triangle
;LA;30/04/1981 23:00;diamond
Andrews AFB;MD;20/09/1981 18:00;circle
Orem;UT;21/10/1982 23:30;triangle
Dilworth;MN;31/10/1982 18:30;other
Hampton;GA;01/06/1983 00:00;circle
Goldens Bridge;VA;20/07/1983 22:30;chevron
Wallingford;CT;14/06/1985 20:00;rectangle
Wales;NY;10/05/1987 23:30;light
Evansville;IN;18/05/1987 22:30;other
Lackawanna;NY;01/06/1988 23:00;unknown
Miami;FL;28/10/1988 03:00;unknown
Rathdrum;ID;30/06/1989 16:00;sphere
Vassar;MI;30/12/1991 00:00;circle
New York;NY;30/06/1993 20:00;other
Richmond;VA;18/06/1994 23:00;oval
Conover;NC;10/08/1994 21:30;fireball
Taunton;MA;20/10/1994 23:40;circle
Lakewood;WA;16/05/1995 11:00;fireball
Ferndale;WA;01/06/1995 19:00;light
Wailuku;HI;01/06/1995 23:45;fireball
Kentwood;MI;06/06/1995 16:00;sphere
Longmont;CO;01/06/1996 00:00;other
Salt Lake City;UT;30/06/1996 00:00;circle
Tecumseh;OK;16/08/1996 00:00;
Parma;OH;22/12/1996 12:30;other
Phoenix;AZ;20/03/1997 00:00;other
Portland;OR;24/01/1999 20:00;oval
Vancouver;WA;13/08/1999 23:00;oval
Waynesburg;OH;28/05/2001 18:45;chevron
Oklahoma City;OK;15/07/2001 03:16;unknown
Richfield;UT;10/01/2003 10:00;fireball
Bellflower;CA;20/08/2003 22:30;fireball
Hayden;ID;30/04/2005 05:00;light
Lagrange;NY;15/06/2005 21:00;light
Twin Falls;ID;30/06/2005 00:00;light
Ada;OK;30/06/2005 22:30;
Winnipeg;MB;15/07/2005 23:30;rectangle
Cape Hatteras;NC;01/09/2005 22:00;fireball
Hatteras;VA;15/09/2005 12:00;cigar
Glennallen;AK;01/11/2005 00:30;unknown
Smithport;PA;;disk
Sebeka;MN;;other
Methuen;MA;;
Newtown Square;PA;;circle
Arlington;VA;15/03/2006 22:30;light
South Yarmouth;MA;15/07/2006 01:15;sphere
Vandenberg Village;CA;13/10/2006 10:30;disk
New Delhi (India);;28/05/2007 21:00;rectangle
;;08/06/2007 19:38;
China Lake;CA;17/07/2007 12:00;disk
Tampa;FL;16/12/2007 18:30;disk
Spring Hill;TN;06/03/2008 13:00;disk
Country Side;IA;20/05/2008 01:00;fireball
Upper Glade;WV;;egg
Cape Girardeau;MO;;diamond
Milwaukee;WI;;disk
Jewett;NY;;light
La Verne;CA;;circle
Melbourne (Australia);;;triangle
Cadiz;CA;;unknown
Hopewell;VA;;light
Vero Beach;FL;;disk
Bristow;OK;;
Kastamonu (Turkey);;01/07/2008 23:30;disk
Orleans;CA;25/07/2008 22:00;light
Philadelphia;PA;02/10/2008 20:00;egg
Yuma;AZ;10/10/2008 18:00;triangle
Revelstoke;BC;15/08/2009 19:00;disk
Sauk City;WI;20/08/2009 19:00;light
Lyle;WA;20/08/2009 21:00;changing
Shropshire (UK/England);;20/08/2009 21:00;circle
Grovetown;GA;01/09/2009 21:00;light
Hampden;ME;03/10/2009 03:30;light
Sistersville;WV;;fireball
Fairmont;WA;;other
Mendota;CA;;disk
Myrtle Creek;OR;;circle
Sacramento;CA;;light
Omaha;NE;01/03/1969 00:00;oval
Sarasota;FL;01/06/1969 12:00;light
Fulton;NY;29/10/1969 21:00;cigar
San Mateo;CA;22/01/1970 10:00;sphere
Kalispell;MT;10/06/1970 13:00;cigar
Olathe;KS;15/10/2009 14:00;other
Mountain Grove;MO;12/11/2009 18:00;light
Greensboro;NC;15/01/2010 10:00;sphere
Punnichy area;SK;10/04/2010 02:00;disk
Jeffersonville;IN;16/05/2010 19:00;circle
Cleveland;UT;14/06/2010 22:00;unknown
